date,warehouse_id,city,capacity_limit,capacity_used_pct,daily_orders_processed,efficiency_score,error_rate_pct,staff_count,avg_processing_min,vehicles_in,vehicles_out,month,weekday,is_weekend
2023-12-19,WH-02,Ankara,30000,84.86,90,0.8543,0.1,20,9.81,7,11,12,1,False
2023-12-19,WH-03,İzmir,25000,77.56,60,0.8355,1.5693,15,9.56,3,8,12,1,False
2023-12-19,WH-04,Bursa,20000,85.01,54,0.811,1.0731,13,10.3,4,6,12,1,False
2023-12-19,WH-05,Antalya,18000,82.7,54,0.8203,1.2086,11,10.34,2,7,12,1,False
2023-12-19,WH-06,Adana,15000,80.17,42,0.7823,1.2425,10,9.26,3,6,12,1,False
2023-12-19,WH-07,Konya,12000,79.29,35,0.7502,2.7306,6,9.96,3,5,12,1,False
2023-12-19,WH-08,Kocaeli,22000,82.66,72,0.8575,1.0069,13,8.87,5,7,12,1,False
2023-12-20,WH-01,İstanbul,50000,77.76,136,0.9,0.5232,33,9.22,11,9,12,2,False
2023-12-20,WH-02,Ankara,30000,75.99,75,0.8134,1.1267,18,10.26,7,5,12,2,False
2023-12-20,WH-03,İzmir,25000,94.34,71,0.7711,0.9145,14,10.91,3,9,12,2,False
2023-12-20,WH-04,Bursa,20000,97.59,52,0.751,2.2838,12,9.67,4,3,12,2,False
2023-12-20,WH-05,Antalya,18000,88.34,47,0.7719,1.606,11,10.44,4,6,12,2,False
2023-12-20,WH-06,Adana,15000,80.04,30,0.7357,2.4601,9,10.96,3,3,12,2,False
2023-12-20,WH-07,Konya,12000,68.4,33,0.7127,2.1214,7,11.22,3,2,12,2,False
2023-12-20,WH-08,Kocaeli,22000,92.3,49,0.7928,0.5242,15,9.63,5,3,12,2,False
2023-12-21,WH-01,İstanbul,50000,70.55,157,0.8578,0.6552,32,8.88,7,12,12,3,False
2023-12-21,WH-02,Ankara,30000,81.11,91,0.8003,2.0475,21,9.81,8,6,12,3,False
2023-12-21,WH-03,İzmir,25000,83.39,67,0.8532,0.2771,14,8.62,3,4,12,3,False
2023-12-21,WH-04,Bursa,20000,96.12,52,0.7058,2.5398,12,11.46,2,8,12,3,False
2023-12-21,WH-05,Antalya,18000,80.82,46,0.8267,1.1591,13,8.31,2,3,12,3,False
2023-12-21,WH-06,Adana,15000,84.83,46,0.7169,2.7232,8,11.28,4,4,12,3,False
2023-12-21,WH-07,Konya,12000,80.42,31,0.7612,3.0869,6,11.13,1,4,12,3,False
2023-12-21,WH-08,Kocaeli,22000,89.6,73,0.86,0.7663,13,9.07,8,8,12,3,False
2023-12-22,WH-01,İstanbul,50000,82.09,165,0.8476,0.8679,32,9.87,13,16,12,4,False
2023-12-22,WH-02,Ankara,30000,89.03,86,0.8156,1.2139,19,10.4,5,7,12,4,False
2023-12-22,WH-03,İzmir,25000,78.32,77,0.8211,1.0084,16,9.71,3,5,12,4,False
2023-12-22,WH-04,Bursa,20000,94.54,54,0.7769,2.0249,13,9.88,3,7,12,4,False
2023-12-22,WH-05,Antalya,18000,76.76,50,0.7841,1.9456,13,10.65,3,7,12,4,False
2023-12-22,WH-06,Adana,15000,83.28,38,0.6918,2.9462,8,11.58,2,6,12,4,False
2023-12-22,WH-07,Konya,12000,85.1,37,0.7189,2.2978,6,11.27,2,6,12,4,False
2023-12-22,WH-08,Kocaeli,22000,88.33,72,0.8404,1.7964,16,8.75,3,7,12,4,False
2023-12-23,WH-01,İstanbul,50000,83.13,85,0.8564,1.386,32,9.49,9,9,12,5,True
2023-12-23,WH-02,Ankara,30000,86.07,49,0.8702,1.2965,19,9.5,3,8,12,5,True
2023-12-23,WH-03,İzmir,25000,87.84,44,0.8352,0.7468,15,9.6,4,7,12,5,True
2023-12-23,WH-04,Bursa,20000,85.56,42,0.8334,1.4074,13,10.17,5,7,12,5,True
2023-12-23,WH-05,Antalya,18000,77.0,37,0.7862,1.006,13,9.83,3,7,12,5,True
2023-12-23,WH-06,Adana,15000,98.0,27,0.6771,2.1081,9,11.81,6,4,12,5,True
2023-12-23,WH-07,Konya,12000,87.19,21,0.7478,2.4488,8,11.14,4,1,12,5,True
2023-12-23,WH-08,Kocaeli,22000,80.8,46,0.9112,1.0357,15,8.71,7,4,12,5,True
2023-12-24,WH-01,İstanbul,50000,86.68,75,0.8907,0.6649,31,9.6,5,6,12,6,True
2023-12-24,WH-02,Ankara,30000,92.36,43,0.7409,1.6703,18,11.45,6,3,12,6,True
2023-12-24,WH-03,İzmir,25000,85.2,39,0.8634,1.1767,14,9.3,2,2,12,6,True
2023-12-24,WH-04,Bursa,20000,81.45,25,0.8233,2.2393,13,9.51,2,2,12,6,True
2023-12-24,WH-05,Antalya,18000,79.21,26,0.8697,1.2573,9,8.8,3,6,12,6,True
2023-12-24,WH-06,Adana,15000,85.68,24,0.7424,2.2637,7,10.29,6,4,12,6,True
2023-12-24,WH-07,Konya,12000,81.56,14,0.7883,1.9925,8,9.82,3,2,12,6,True
2023-12-24,WH-08,Kocaeli,22000,78.29,33,0.8539,1.5464,14,9.83,2,3,12,6,True
2023-12-25,WH-01,İstanbul,50000,95.36,150,0.8307,0.9134,31,9.52,10,11,12,0,False
2023-12-25,WH-02,Ankara,30000,98.0,101,0.7104,2.1237,20,11.23,6,10,12,0,False
2023-12-25,WH-03,İzmir,25000,89.1,75,0.7891,1.9904,15,10.24,4,5,12,0,False
2023-12-25,WH-04,Bursa,20000,83.95,68,0.8312,1.4406,10,10.15,4,4,12,0,False
2023-12-25,WH-05,Antalya,18000,88.82,58,0.7811,2.4304,11,10.13,6,7,12,0,False
2023-12-25,WH-06,Adana,15000,74.34,38,0.7509,2.0431,8,10.54,4,3,12,0,False
2023-12-25,WH-07,Konya,12000,92.05,33,0.6962,3.0199,7,11.67,2,5,12,0,False
2023-12-25,WH-08,Kocaeli,22000,85.78,70,0.823,1.2455,12,10.54,6,9,12,0,False
2023-12-26,WH-01,İstanbul,50000,91.24,97,0.8421,0.3951,32,8.95,8,6,12,1,False
2023-12-26,WH-02,Ankara,30000,84.04,92,0.8269,1.2004,20,9.17,9,8,12,1,False
2023-12-26,WH-03,İzmir,25000,83.13,68,0.8469,0.6587,13,9.62,3,7,12,1,False
2023-12-26,WH-04,Bursa,20000,98.0,60,0.8026,1.6126,12,10.53,4,6,12,1,False
2023-12-26,WH-05,Antalya,18000,91.64,48,0.7137,3.273,10,10.71,7,8,12,1,False
2023-12-26,WH-06,Adana,15000,81.32,35,0.7731,1.5165,8,9.62,4,7,12,1,False
2023-12-26,WH-07,Konya,12000,90.06,36,0.7196,2.5894,6,10.8,6,2,12,1,False
2023-12-26,WH-08,Kocaeli,22000,94.72,63,0.8496,1.6002,15,9.02,5,4,12,1,False
2023-12-27,WH-01,İstanbul,50000,71.17,141,0.8931,0.7308,34,9.09,11,11,12,2,False
2023-12-27,WH-02,Ankara,30000,82.31,77,0.8011,1.3007,19,9.49,6,8,12,2,False
2023-12-27,WH-03,İzmir,25000,68.71,69,0.8548,0.7817,14,9.72,8,4,12,2,False
2023-12-27,WH-04,Bursa,20000,89.5,46,0.8216,0.9814,12,9.87,7,3,12,2,False
2023-12-27,WH-05,Antalya,18000,91.81,51,0.7779,2.2942,12,10.34,3,7,12,2,False
2023-12-27,WH-06,Adana,15000,83.53,40,0.7498,2.7259,8,11.24,3,3,12,2,False
2023-12-27,WH-07,Konya,12000,93.34,31,0.7201,2.2194,8,10.55,5,4,12,2,False
2023-12-27,WH-08,Kocaeli,22000,92.08,65,0.8647,0.9196,16,9.09,5,9,12,2,False
2023-12-28,WH-01,İstanbul,50000,83.16,140,0.8653,0.361,31,8.63,11,12,12,3,False
2023-12-28,WH-02,Ankara,30000,96.47,90,0.7426,1.995,18,11.1,5,10,12,3,False
2023-12-28,WH-03,İzmir,25000,91.88,75,0.7854,1.6981,15,10.1,3,8,12,3,False
2023-12-28,WH-04,Bursa,20000,79.93,64,0.8165,1.0721,15,9.32,3,5,12,3,False
2023-12-28,WH-05,Antalya,18000,73.54,56,0.8039,0.9948,11,10.11,7,5,12,3,False
2023-12-28,WH-06,Adana,15000,90.15,43,0.7482,1.6728,9,10.81,3,6,12,3,False
2023-12-28,WH-07,Konya,12000,72.89,38,0.7434,2.1008,7,11.29,5,2,12,3,False
2023-12-28,WH-08,Kocaeli,22000,90.2,60,0.8123,2.1648,14,9.07,8,6,12,3,False
2023-12-29,WH-01,İstanbul,50000,89.0,179,0.8528,0.8581,31,9.63,13,11,12,4,False
2023-12-29,WH-02,Ankara,30000,79.09,81,0.8409,0.5692,18,9.77,9,8,12,4,False
2023-12-29,WH-03,İzmir,25000,97.82,78,0.7768,1.0104,16,9.63,7,9,12,4,False
2023-12-29,WH-04,Bursa,20000,81.81,57,0.8349,1.5114,13,8.29,7,7,12,4,False
2023-12-29,WH-05,Antalya,18000,92.97,52,0.7233,2.1878,13,10.97,5,6,12,4,False
2023-12-29,WH-06,Adana,15000,83.22,47,0.7986,0.8095,10,9.9,5,8,12,4,False
2023-12-29,WH-07,Konya,12000,78.01,37,0.706,1.1831,9,10.22,5,7,12,4,False
2023-12-29,WH-08,Kocaeli,22000,80.96,70,0.8688,0.1,13,9.45,4,6,12,4,False
2023-12-30,WH-01,İstanbul,50000,79.19,99,0.8731,1.8766,33,9.65,9,10,12,5,True
2023-12-30,WH-02,Ankara,30000,85.95,62,0.7947,1.6699,21,10.53,7,6,12,5,True
2023-12-30,WH-03,İzmir,25000,67.74,47,0.8727,1.4863,15,8.83,2,4,12,5,True
2023-12-30,WH-04,Bursa,20000,94.55,31,0.7698,1.9718,11,9.67,2,5,12,5,True
2023-12-30,WH-05,Antalya,18000,81.38,40,0.7675,3.3113,12,10.06,2,4,12,5,True
2023-12-30,WH-06,Adana,15000,71.66,31,0.7504,1.5776,9,11.49,3,5,12,5,True
2023-12-30,WH-07,Konya,12000,98.0,19,0.6975,1.9205,6,11.11,5,1,12,5,True
2023-12-30,WH-08,Kocaeli,22000,77.82,39,0.8056,1.4578,15,9.64,2,2,12,5,True
2023-12-31,WH-01,İstanbul,50000,93.5,72,0.7826,1.4051,30,9.52,6,8,12,6,True
2023-12-31,WH-02,Ankara,30000,80.46,47,0.8339,1.4116,20,9.67,5,5,12,6,True
2023-12-31,WH-03,İzmir,25000,72.64,35,0.851,1.2034,14,8.37,2,6,12,6,True
2023-12-31,WH-04,Bursa,20000,94.29,28,0.7304,2.0723,10,11.28,4,6,12,6,True
2023-12-31,WH-05,Antalya,18000,83.72,28,0.8087,1.5618,10,9.82,6,4,12,6,True
2023-12-31,WH-06,Adana,15000,83.34,20,0.7711,1.8971,8,10.05,3,6,12,6,True
2023-12-31,WH-07,Konya,12000,87.94,17,0.7306,1.7405,6,11.29,1,3,12,6,True
2023-12-31,WH-08,Kocaeli,22000,81.8,28,0.8133,1.7149,13,9.19,2,3,12,6,True
2024-01-01,WH-01,İstanbul,50000,68.43,74,0.8635,0.775,26,9.53,8,9,1,0,False
2024-01-01,WH-02,Ankara,30000,58.01,39,0.7607,1.6757,16,10.64,2,3,1,0,False
2024-01-01,WH-03,İzmir,25000,61.23,40,0.8596,0.2761,11,9.39,3,6,1,0,False
2024-01-01,WH-04,Bursa,20000,57.9,28,0.889,1.1517,8,8.62,5,1,1,0,False
2024-01-01,WH-05,Antalya,18000,83.47,29,0.8167,2.0114,9,9.3,3,4,1,0,False
2024-01-01,WH-06,Adana,15000,71.84,28,0.7983,2.4644,8,10.01,6,2,1,0,False
2024-01-01,WH-07,Konya,12000,66.54,20,0.7679,2.0231,6,10.37,2,2,1,0,False
2024-01-01,WH-08,Kocaeli,22000,67.41,35,0.899,0.3324,11,9.07,4,3,1,0,False
2024-01-02,WH-01,İstanbul,50000,61.54,91,0.8466,1.982,25,9.24,6,6,1,1,False
2024-01-02,WH-02,Ankara,30000,49.99,52,0.8184,1.5999,15,9.36,7,6,1,1,False
2024-01-02,WH-03,İzmir,25000,77.32,36,0.8505,1.2758,11,8.95,6,6,1,1,False
2024-01-02,WH-04,Bursa,20000,74.56,29,0.8113,1.3911,11,10.93,4,5,1,1,False
2024-01-02,WH-05,Antalya,18000,48.0,24,0.7686,1.362,9,10.4,3,6,1,1,False
2024-01-02,WH-06,Adana,15000,72.02,23,0.6962,2.1216,6,12.01,5,6,1,1,False
2024-01-02,WH-07,Konya,12000,68.29,18,0.7302,2.1366,5,10.84,3,6,1,1,False
2024-01-02,WH-08,Kocaeli,22000,76.57,34,0.8724,0.9178,11,9.26,1,6,1,1,False
2024-01-03,WH-01,İstanbul,50000,61.85,79,0.8848,1.177,23,8.85,5,7,1,2,False
2024-01-03,WH-02,Ankara,30000,62.39,44,0.7891,0.4511,16,9.05,4,4,1,2,False
2024-01-03,WH-03,İzmir,25000,63.11,44,0.83,0.5851,10,9.19,6,5,1,2,False
2024-01-03,WH-04,Bursa,20000,76.3,30,0.7835,1.9113,8,9.76,3,4,1,2,False
2024-01-03,WH-05,Antalya,18000,56.86,28,0.8363,1.6869,9,9.29,3,2,1,2,False
2024-01-03,WH-06,Adana,15000,61.35,20,0.7675,1.9847,6,10.06,1,4,1,2,False
2024-01-03,WH-07,Konya,12000,83.24,15,0.7131,1.4532,5,10.88,2,5,1,2,False
2024-01-03,WH-08,Kocaeli,22000,64.16,34,0.8543,1.5302,11,8.91,2,5,1,2,False
2024-01-04,WH-01,İstanbul,50000,65.55,80,0.8522,1.8968,24,9.1,7,10,1,3,False
2024-01-04,WH-02,Ankara,30000,72.41,45,0.8526,1.8543,15,9.33,4,7,1,3,False
2024-01-04,WH-03,İzmir,25000,68.0,43,0.8463,0.9976,11,9.21,2,6,1,3,False
2024-01-04,WH-04,Bursa,20000,63.3,32,0.8447,1.4964,10,9.25,1,6,1,3,False
2024-01-04,WH-05,Antalya,18000,64.14,25,0.7988,0.9271,7,9.95,6,1,1,3,False
2024-01-04,WH-06,Adana,15000,73.07,21,0.7991,1.1012,5,10.3,5,1,1,3,False
2024-01-04,WH-07,Konya,12000,68.15,19,0.763,1.6866,5,10.89,2,5,1,3,False
2024-01-04,WH-08,Kocaeli,22000,81.38,36,0.8688,1.1779,11,10.24,2,7,1,3,False
2024-01-05,WH-01,İstanbul,50000,62.7,92,0.8502,1.2798,23,9.73,4,8,1,4,False
2024-01-05,WH-02,Ankara,30000,69.15,53,0.7667,2.5401,13,9.81,4,8,1,4,False
2024-01-05,WH-03,İzmir,25000,60.16,34,0.8546,1.112,12,10.0,6,4,1,4,False
2024-01-05,WH-04,Bursa,20000,62.95,39,0.8256,1.3264,9,10.7,1,2,1,4,False
2024-01-05,WH-05,Antalya,18000,69.06,32,0.8104,2.1237,8,10.13,3,7,1,4,False
2024-01-05,WH-06,Adana,15000,52.52,27,0.7454,1.9549,7,12.48,1,6,1,4,False
2024-01-05,WH-07,Konya,12000,61.17,19,0.7533,1.111,5,10.55,2,5,1,4,False
2024-01-05,WH-08,Kocaeli,22000,73.94,35,0.8488,0.5563,9,10.02,2,4,1,4,False
2024-01-06,WH-01,İstanbul,50000,62.24,48,0.8609,0.8215,25,10.18,5,4,1,5,True
2024-01-06,WH-02,Ankara,30000,71.57,33,0.7911,1.8572,16,10.0,5,7,1,5,True
2024-01-06,WH-03,İzmir,25000,71.11,26,0.8959,1.4262,10,9.1,2,4,1,5,True
2024-01-06,WH-04,Bursa,20000,62.43,19,0.7909,1.5396,9,10.03,5,3,1,5,True
2024-01-06,WH-05,Antalya,18000,67.26,19,0.8166,1.2241,7,10.6,3,1,1,5,True
2024-01-06,WH-06,Adana,15000,69.75,16,0.7762,1.9195,7,9.98,3,2,1,5,True
2024-01-06,WH-07,Konya,12000,67.85,13,0.7439,1.8033,6,10.65,4,2,1,5,True
2024-01-06,WH-08,Kocaeli,22000,61.3,25,0.8291,1.6498,13,9.78,4,6,1,5,True
2024-01-07,WH-01,İstanbul,50000,79.31,36,0.8838,0.8555,26,8.68,5,6,1,6,True
2024-01-07,WH-02,Ankara,30000,67.71,21,0.9048,0.299,13,8.96,1,3,1,6,True
2024-01-07,WH-03,İzmir,25000,72.23,21,0.8298,0.7872,11,9.69,6,3,1,6,True
2024-01-07,WH-04,Bursa,20000,63.07,15,0.822,1.2867,10,9.91,2,6,1,6,True
2024-01-07,WH-05,Antalya,18000,67.74,14,0.7339,2.1341,8,11.69,4,1,1,6,True
2024-01-07,WH-06,Adana,15000,49.7,10,0.7837,1.8532,7,10.41,1,4,1,6,True
2024-01-07,WH-07,Konya,12000,61.32,10,0.745,1.5094,7,10.41,1,2,1,6,True
2024-01-07,WH-08,Kocaeli,22000,68.1,14,0.8352,1.9158,9,8.75,0,0,1,6,True
2024-01-08,WH-01,İstanbul,50000,66.04,79,0.8478,1.0844,26,9.09,5,7,1,0,False
2024-01-08,WH-02,Ankara,30000,63.13,41,0.786,1.9991,15,10.11,3,5,1,0,False
2024-01-08,WH-03,İzmir,25000,56.44,42,0.8783,0.6897,13,8.95,5,5,1,0,False
2024-01-08,WH-04,Bursa,20000,63.43,31,0.8476,1.9426,10,10.51,1,2,1,0,False
2024-01-08,WH-05,Antalya,18000,63.36,27,0.7568,1.694,8,9.84,4,4,1,0,False
2024-01-08,WH-06,Adana,15000,69.73,27,0.748,2.1765,6,10.58,5,2,1,0,False
2024-01-08,WH-07,Konya,12000,64.86,20,0.7405,1.12,6,11.46,5,6,1,0,False
2024-01-08,WH-08,Kocaeli,22000,60.73,40,0.8893,1.1017,10,8.84,7,2,1,0,False
2024-01-09,WH-01,İstanbul,50000,46.35,77,0.8758,0.4317,23,9.21,5,10,1,1,False
2024-01-09,WH-02,Ankara,30000,57.0,45,0.8246,0.9743,14,10.29,2,5,1,1,False
2024-01-09,WH-03,İzmir,25000,67.64,40,0.897,0.7075,11,8.61,7,6,1,1,False
2024-01-09,WH-04,Bursa,20000,64.24,37,0.8021,1.65,9,9.77,6,6,1,1,False
2024-01-09,WH-05,Antalya,18000,66.01,32,0.7516,1.7668,7,10.26,6,6,1,1,False
2024-01-09,WH-06,Adana,15000,59.22,25,0.8393,0.1,6,9.59,3,5,1,1,False
2024-01-09,WH-07,Konya,12000,69.51,19,0.7318,2.7725,5,10.81,1,2,1,1,False
2024-01-09,WH-08,Kocaeli,22000,61.04,30,0.8523,1.491,9,9.25,5,7,1,1,False
2024-01-10,WH-01,İstanbul,50000,66.15,75,0.8367,1.4235,26,10.14,5,9,1,2,False
2024-01-10,WH-02,Ankara,30000,69.16,43,0.8151,2.0116,15,9.23,6,5,1,2,False
2024-01-10,WH-03,İzmir,25000,59.75,36,0.8471,0.6465,11,9.37,6,4,1,2,False
2024-01-10,WH-04,Bursa,20000,67.03,29,0.7837,2.1204,10,10.91,4,6,1,2,False
2024-01-10,WH-05,Antalya,18000,67.08,26,0.8214,1.0779,9,9.37,3,4,1,2,False
2024-01-10,WH-06,Adana,15000,68.14,23,0.7331,2.3904,6,10.83,6,3,1,2,False
2024-01-10,WH-07,Konya,12000,73.62,19,0.7524,1.9869,6,10.47,3,1,1,2,False
2024-01-10,WH-08,Kocaeli,22000,60.06,35,0.8535,0.7077,10,10.13,4,4,1,2,False
2024-01-11,WH-01,İstanbul,50000,78.03,90,0.8508,2.5477,26,9.91,9,7,1,3,False
2024-01-11,WH-02,Ankara,30000,52.5,48,0.8012,1.3816,14,9.77,7,8,1,3,False
2024-01-11,WH-03,İzmir,25000,68.83,39,0.8523,1.0818,11,10.1,5,3,1,3,False
2024-01-11,WH-04,Bursa,20000,71.23,30,0.8306,0.4222,12,10.25,6,3,1,3,False
2024-01-11,WH-05,Antalya,18000,72.07,34,0.7916,1.9542,8,9.68,1,2,1,3,False
2024-01-11,WH-06,Adana,15000,62.72,28,0.7642,2.122,6,10.95,2,2,1,3,False
2024-01-11,WH-07,Konya,12000,93.17,18,0.642,2.5301,7,11.68,1,2,1,3,False
2024-01-11,WH-08,Kocaeli,22000,62.34,35,0.8565,1.7537,11,8.97,6,5,1,3,False
2024-01-12,WH-01,İstanbul,50000,66.87,95,0.8286,1.0369,24,10.04,5,9,1,4,False
2024-01-12,WH-02,Ankara,30000,72.65,51,0.8221,1.0841,15,10.1,5,6,1,4,False
2024-01-12,WH-03,İzmir,25000,56.19,42,0.8559,0.6986,13,9.92,2,4,1,4,False
2024-01-12,WH-04,Bursa,20000,68.66,33,0.8274,2.133,8,9.77,5,6,1,4,False
2024-01-12,WH-05,Antalya,18000,68.38,28,0.7335,2.2964,10,10.63,3,6,1,4,False
2024-01-12,WH-06,Adana,15000,70.28,21,0.7505,2.4676,8,11.18,5,1,1,4,False
2024-01-12,WH-07,Konya,12000,79.59,20,0.7638,1.5276,5,11.13,4,5,1,4,False
2024-01-12,WH-08,Kocaeli,22000,59.23,40,0.8493,1.1739,11,9.31,7,2,1,4,False
2024-01-13,WH-01,İstanbul,50000,67.9,59,0.9109,0.1396,26,9.37,4,7,1,5,True
2024-01-13,WH-02,Ankara,30000,60.8,31,0.8591,0.8982,14,9.57,6,2,1,5,True
2024-01-13,WH-03,İzmir,25000,63.54,23,0.8224,0.6431,14,9.4,3,1,1,5,True
2024-01-13,WH-04,Bursa,20000,81.76,22,0.811,0.8819,11,9.4,1,4,1,5,True
2024-01-13,WH-05,Antalya,18000,60.44,18,0.7946,0.7323,9,10.3,3,2,1,5,True
2024-01-13,WH-06,Adana,15000,71.76,17,0.7736,1.6582,7,10.02,1,1,1,5,True
2024-01-13,WH-07,Konya,12000,58.68,12,0.7441,1.827,5,11.28,4,5,1,5,True
2024-01-13,WH-08,Kocaeli,22000,65.46,24,0.8077,1.0988,10,10.14,6,6,1,5,True
2024-01-14,WH-01,İstanbul,50000,66.85,39,0.8709,0.925,24,10.01,6,2,1,6,True
2024-01-14,WH-02,Ankara,30000,69.66,24,0.786,1.1209,14,9.92,1,5,1,6,True
2024-01-14,WH-03,İzmir,25000,65.83,16,0.7935,1.6064,12,10.32,5,6,1,6,True
2024-01-14,WH-04,Bursa,20000,50.18,12,0.8236,1.0954,8,8.64,1,1,1,6,True
2024-01-14,WH-05,Antalya,18000,64.18,12,0.7829,1.135,7,10.05,5,1,1,6,True
2024-01-14,WH-06,Adana,15000,67.58,10,0.7768,2.0125,5,10.47,4,0,1,6,True
2024-01-14,WH-07,Konya,12000,76.89,10,0.7992,2.2262,5,9.62,5,4,1,6,True
2024-01-14,WH-08,Kocaeli,22000,60.43,16,0.9228,1.0952,11,9.07,0,3,1,6,True
2024-01-15,WH-01,İstanbul,50000,69.95,93,0.8643,1.4569,25,8.7,9,11,1,0,False
2024-01-15,WH-02,Ankara,30000,60.09,61,0.8663,0.9896,16,9.26,7,5,1,0,False
2024-01-15,WH-03,İzmir,25000,73.55,35,0.8942,0.8428,12,8.6,3,5,1,0,False
2024-01-15,WH-04,Bursa,20000,73.87,33,0.8415,1.5242,11,10.35,6,6,1,0,False
2024-01-15,WH-05,Antalya,18000,67.65,33,0.7896,1.7796,7,10.27,1,3,1,0,False
2024-01-15,WH-06,Adana,15000,62.01,21,0.7825,1.5432,8,10.2,1,3,1,0,False
2024-01-15,WH-07,Konya,12000,62.79,22,0.7368,2.6825,5,11.05,1,5,1,0,False
2024-01-15,WH-08,Kocaeli,22000,46.65,34,0.8421,1.9944,11,9.95,2,5,1,0,False
2024-01-16,WH-01,İstanbul,50000,71.23,86,0.9179,0.4979,26,9.05,9,10,1,1,False
2024-01-16,WH-02,Ankara,30000,48.55,49,0.8321,1.8024,15,10.24,3,4,1,1,False
2024-01-16,WH-03,İzmir,25000,62.77,44,0.8533,1.041,11,9.43,4,5,1,1,False
2024-01-16,WH-04,Bursa,20000,48.28,32,0.8288,1.5719,10,9.62,5,4,1,1,False
2024-01-16,WH-05,Antalya,18000,54.55,25,0.774,0.9015,8,9.91,5,4,1,1,False
2024-01-16,WH-06,Adana,15000,60.51,24,0.7017,1.8961,7,11.79,4,2,1,1,False
2024-01-16,WH-07,Konya,12000,67.01,18,0.7345,2.016,5,10.88,2,1,1,1,False
2024-01-16,WH-08,Kocaeli,22000,76.02,32,0.8397,1.3701,9,9.43,6,2,1,1,False
2024-01-17,WH-01,İstanbul,50000,60.44,67,0.8993,0.7833,25,8.79,8,7,1,2,False
2024-01-17,WH-02,Ankara,30000,71.55,48,0.8414,1.7444,15,9.29,5,5,1,2,False
2024-01-17,WH-03,İzmir,25000,58.91,32,0.8617,1.6623,12,9.13,4,4,1,2,False
2024-01-17,WH-04,Bursa,20000,65.28,28,0.8482,1.2322,9,9.01,2,2,1,2,False
2024-01-17,WH-05,Antalya,18000,59.44,25,0.7881,1.2908,8,10.49,4,4,1,2,False
2024-01-17,WH-06,Adana,15000,78.57,23,0.7702,1.1346,5,10.45,1,6,1,2,False
2024-01-17,WH-07,Konya,12000,63.0,17,0.7046,1.8827,7,11.86,3,3,1,2,False
2024-01-17,WH-08,Kocaeli,22000,69.99,33,0.8256,1.5536,10,10.31,4,3,1,2,False
2024-01-18,WH-01,İstanbul,50000,52.62,82,0.8333,1.2922,24,10.16,6,7,1,3,False
2024-01-18,WH-02,Ankara,30000,64.44,38,0.7724,1.6314,13,10.32,5,2,1,3,False
2024-01-18,WH-03,İzmir,25000,59.46,35,0.8819,0.7206,9,8.99,3,6,1,3,False
2024-01-18,WH-04,Bursa,20000,67.88,35,0.8577,0.8329,10,9.1,6,7,1,3,False
2024-01-18,WH-05,Antalya,18000,74.38,29,0.7578,1.0394,8,10.72,5,4,1,3,False
2024-01-18,WH-06,Adana,15000,65.7,27,0.7788,1.4265,6,10.45,4,2,1,3,False
2024-01-18,WH-07,Konya,12000,65.19,21,0.748,1.6753,5,11.26,6,5,1,3,False
2024-01-18,WH-08,Kocaeli,22000,58.9,29,0.8528,1.2318,10,9.78,3,6,1,3,False
2024-01-19,WH-01,İstanbul,50000,56.54,111,0.8782,0.6387,25,10.03,7,8,1,4,False
2024-01-19,WH-02,Ankara,30000,73.03,51,0.791,2.3058,16,10.05,4,5,1,4,False
2024-01-19,WH-03,İzmir,25000,55.03,46,0.8314,1.6209,14,8.71,6,6,1,4,False
2024-01-19,WH-04,Bursa,20000,75.11,35,0.8849,0.8206,11,9.41,5,2,1,4,False
2024-01-19,WH-05,Antalya,18000,63.42,36,0.7929,1.347,8,9.94,2,2,1,4,False
2024-01-19,WH-06,Adana,15000,79.37,23,0.7619,1.6647,6,9.73,6,6,1,4,False
2024-01-19,WH-07,Konya,12000,58.09,21,0.7216,2.7958,5,11.32,4,3,1,4,False
2024-01-19,WH-08,Kocaeli,22000,60.93,35,0.8411,1.1798,9,9.89,3,2,1,4,False
2024-01-20,WH-01,İstanbul,50000,69.76,67,0.8423,1.5993,23,9.11,3,7,1,5,True
2024-01-20,WH-02,Ankara,30000,73.36,30,0.8409,0.5586,15,9.24,6,6,1,5,True
2024-01-20,WH-03,İzmir,25000,58.93,27,0.8468,0.8129,11,8.85,1,5,1,5,True
2024-01-20,WH-04,Bursa,20000,59.91,19,0.8009,1.4034,10,10.65,2,3,1,5,True
2024-01-20,WH-05,Antalya,18000,56.7,16,0.791,0.8541,9,10.12,3,3,1,5,True
2024-01-20,WH-06,Adana,15000,82.9,16,0.7618,1.6358,7,10.5,0,2,1,5,True
2024-01-20,WH-07,Konya,12000,79.3,12,0.7625,1.424,5,9.82,1,1,1,5,True
2024-01-20,WH-08,Kocaeli,22000,74.03,20,0.8448,0.3491,11,9.55,1,6,1,5,True
2024-01-21,WH-01,İstanbul,50000,59.91,35,0.8705,1.0724,25,8.32,5,2,1,6,True
2024-01-21,WH-02,Ankara,30000,61.42,20,0.78,1.9988,15,9.95,5,3,1,6,True
2024-01-21,WH-03,İzmir,25000,66.81,19,0.857,0.1,11,9.04,3,4,1,6,True
2024-01-21,WH-04,Bursa,20000,61.6,14,0.794,1.4804,9,10.53,0,1,1,6,True
