delivery_id,order_id,warehouse_id,driver_id,origin_city,destination_city,pickup_date,promised_delivery_date,actual_delivery_date,promised_days,actual_days,delay_days,is_delayed,delay_reason,delivery_cost_tl,delivery_status,customer_satisfaction,priority,weight_kg
DEL-005785,ORD-005785,WH-07,DRV-022,Konya,Samsun,2023-08-01,2023-08-08,2023-08-08,7,7,0,False,,37.24,Zamanında Teslim,4.1,Economy,15.2
DEL-005786,ORD-005786,WH-03,DRV-054,İzmir,İstanbul,2023-07-20,2023-07-27,2023-07-30,7,10,3,True,Yol Çalışması,26.89,Gecikmeli Teslim,1.3,Economy,17.07
DEL-005787,ORD-005787,WH-01,DRV-050,İstanbul,Erzurum,2024-01-02,2024-01-05,2024-01-05,3,3,0,False,,23.62,Zamanında Teslim,3.9,Standard,5.25
DEL-005788,ORD-005788,WH-06,DRV-018,Adana,İzmir,2023-01-31,2023-02-03,2023-02-03,3,3,0,False,,32.57,Zamanında Teslim,4.9,Standard,13.03
DEL-005789,ORD-005789,WH-03,DRV-099,İzmir,Trabzon,2023-03-03,2023-03-04,2023-03-04,1,1,0,False,,401.29,Zamanında Teslim,4.3,Express,35.67
DEL-005790,ORD-005790,WH-02,DRV-102,Ankara,İstanbul,2023-05-02,2023-05-05,2023-05-05,3,3,0,False,,11.25,Zamanında Teslim,5.0,Standard,5.0
DEL-005791,ORD-005791,WH-02,DRV-107,Ankara,İstanbul,2023-12-02,2023-12-05,2023-12-06,3,4,1,True,Sürücü Değişimi,1.89,Gecikmeli Teslim,4.5,Standard,0.84
DEL-005792,ORD-005792,WH-03,DRV-116,İzmir,Konya,2023-05-24,2023-05-31,2023-06-01,7,8,1,True,Trafik Yoğunluğu,16.26,Gecikmeli Teslim,4.2,Economy,9.29
DEL-005793,ORD-005793,WH-01,DRV-006,İstanbul,Bursa,2023-11-05,2023-11-12,2023-11-13,7,8,1,True,Alıcı Mevcut Değil,11.1,Gecikmeli Teslim,3.9,Economy,7.05
DEL-005794,ORD-005794,WH-06,DRV-102,Adana,Mersin,2023-09-01,2023-09-08,2023-09-08,7,7,0,False,,4.11,Zamanında Teslim,3.8,Economy,2.35
DEL-005795,ORD-005795,WH-06,DRV-008,Adana,Ankara,2024-06-28,2024-06-29,2024-06-29,1,1,0,False,,618.56,Zamanında Teslim,4.7,Express,98.97
DEL-005796,ORD-005796,WH-03,DRV-054,İzmir,Antalya,2024-05-12,2024-05-15,2024-05-15,3,3,0,False,,85.47,Zamanında Teslim,4.9,Standard,34.19
DEL-005797,ORD-005797,WH-02,DRV-114,Ankara,Adana,2023-12-05,2023-12-08,2023-12-08,3,3,0,False,,5.04,Zamanında Teslim,4.3,Standard,1.44
DEL-005798,ORD-005798,WH-04,DRV-022,Bursa,Bursa,2023-03-28,2023-03-29,2023-03-29,1,1,0,False,,195.81,Zamanında Teslim,4.7,Express,34.81
DEL-005799,ORD-005799,WH-06,DRV-002,Adana,İzmir,2023-05-22,2023-05-29,2023-05-30,7,8,1,True,Yüksek Sipariş Hacmi,1.66,Gecikmeli Teslim,3.4,Economy,0.95
DEL-005800,ORD-005800,WH-08,DRV-027,Kocaeli,Ankara,2024-05-31,2024-06-03,2024-06-03,3,3,0,False,,5.65,Zamanında Teslim,4.2,Standard,2.26
DEL-005801,ORD-005801,WH-06,DRV-088,Adana,Trabzon,2024-06-24,2024-06-27,2024-06-27,3,3,0,False,,10.08,İptal,4.8,Standard,2.24
DEL-005802,ORD-005802,WH-07,DRV-024,Konya,İstanbul,2023-02-13,2023-02-16,2023-02-17,3,4,1,True,Hava Koşulları,3.49,Gecikmeli Teslim,3.1,Standard,1.55
DEL-005803,ORD-005803,WH-02,DRV-118,Ankara,İstanbul,2023-11-07,2023-11-10,2023-11-10,3,3,0,False,,5.69,Zamanında Teslim,4.6,Standard,2.53
DEL-005804,ORD-005804,WH-05,DRV-120,Antalya,Samsun,2023-01-17,2023-01-24,2023-01-26,7,9,2,True,Gümrük Beklemesi,1.91,Gecikmeli Teslim,3.8,Economy,0.78
DEL-005805,ORD-005805,WH-03,DRV-082,İzmir,Eskişehir,2023-04-28,2023-05-05,2023-05-05,7,7,0,False,,2.26,Zamanında Teslim,4.7,Economy,1.29
DEL-005806,ORD-005806,WH-06,DRV-063,Adana,İzmir,2023-10-23,2023-10-24,2023-10-24,1,1,0,False,,3.38,Zamanında Teslim,4.8,Express,0.54
DEL-005807,ORD-005807,WH-06,DRV-015,Adana,Kocaeli,2024-03-30,2024-04-02,2024-04-03,3,4,1,True,Araç Arızası,31.16,Gecikmeli Teslim,3.7,Standard,13.85
DEL-005808,ORD-005808,WH-06,DRV-012,Adana,Antalya,2023-12-27,2023-12-30,2023-12-30,3,3,0,False,,101.55,Zamanında Teslim,4.0,Standard,40.62
DEL-005809,ORD-005809,WH-03,DRV-004,İzmir,İstanbul,2024-06-08,2024-06-11,2024-06-11,3,3,0,False,,5.02,Zamanında Teslim,5.0,Standard,2.23
DEL-005810,ORD-005810,WH-08,DRV-065,Kocaeli,İzmir,2024-04-03,2024-04-06,2024-04-06,3,3,0,False,,3.88,Zamanında Teslim,3.9,Standard,1.55
DEL-005811,ORD-005811,WH-06,DRV-116,Adana,İstanbul,2024-05-19,2024-05-26,2024-05-31,7,12,5,True,Yol Çalışması,12.13,Gecikmeli Teslim,1.8,Economy,7.7
DEL-005812,ORD-005812,WH-03,DRV-037,İzmir,İstanbul,2024-12-26,2024-12-29,2024-12-29,3,3,0,False,,109.35,Zamanında Teslim,4.0,Standard,48.6
DEL-005813,ORD-005813,WH-08,DRV-097,Kocaeli,Samsun,2024-08-24,2024-08-25,2024-08-25,1,1,0,False,,838.07,Zamanında Teslim,4.3,Express,95.78
DEL-005814,ORD-005814,WH-06,DRV-025,Adana,Bursa,2023-01-19,2023-01-26,2023-01-26,7,7,0,False,,2.54,Zamanında Teslim,4.2,Economy,1.61
DEL-005815,ORD-005815,WH-07,DRV-005,Konya,Bursa,2023-10-20,2023-10-27,2023-10-27,7,7,0,False,,4.11,Zamanında Teslim,4.6,Economy,2.61
DEL-005816,ORD-005816,WH-03,DRV-042,İzmir,Mersin,2023-09-30,2023-10-03,2023-10-03,3,3,0,False,,11.33,Zamanında Teslim,3.9,Standard,4.53
DEL-005817,ORD-005817,WH-08,DRV-090,Kocaeli,Antalya,2024-11-26,2024-12-03,2024-12-03,7,7,0,False,,8.96,Zamanında Teslim,3.9,Economy,5.12
DEL-005818,ORD-005818,WH-01,DRV-073,İstanbul,Ankara,2023-06-07,2023-06-10,2023-06-10,3,3,0,False,,18.52,Zamanında Teslim,4.0,Standard,7.41
DEL-005819,ORD-005819,WH-01,DRV-011,İstanbul,İzmir,2024-04-06,2024-04-13,2024-04-13,7,7,0,False,,1.26,Zamanında Teslim,4.8,Economy,0.72
DEL-005820,ORD-005820,WH-03,DRV-027,İzmir,İstanbul,2023-11-05,2023-11-12,2023-11-12,7,7,0,False,,12.22,Zamanında Teslim,4.4,Economy,7.76
DEL-005821,ORD-005821,WH-02,DRV-077,Ankara,Konya,2023-06-01,2023-06-04,2023-06-04,3,3,0,False,,40.05,Zamanında Teslim,4.8,Standard,16.02
DEL-005822,ORD-005822,WH-08,DRV-120,Kocaeli,Kocaeli,2024-01-13,2024-01-16,2024-01-16,3,3,0,False,,84.92,Zamanında Teslim,4.0,Standard,37.74
DEL-005823,ORD-005823,WH-04,DRV-056,Bursa,Ankara,2023-02-27,2023-03-02,2023-03-02,3,3,0,False,,33.85,Zamanında Teslim,4.8,Standard,13.54
DEL-005824,ORD-005824,WH-06,DRV-051,Adana,Ankara,2023-12-28,2024-01-04,2024-01-04,7,7,0,False,,1.28,Zamanında Teslim,5.0,Economy,0.73
DEL-005825,ORD-005825,WH-04,DRV-032,Bursa,Kocaeli,2023-07-11,2023-07-18,2023-07-18,7,7,0,False,,4.11,Zamanında Teslim,5.0,Economy,2.61
DEL-005826,ORD-005826,WH-07,DRV-041,Konya,Trabzon,2024-01-17,2024-01-20,2024-01-21,3,4,1,True,Sürücü Değişimi,45.05,Gecikmeli Teslim,4.4,Standard,10.01
DEL-005827,ORD-005827,WH-01,DRV-118,İstanbul,İstanbul,2024-06-06,2024-06-09,2024-06-09,3,3,0,False,,75.11,Zamanında Teslim,4.8,Standard,33.38
DEL-005828,ORD-005828,WH-01,DRV-104,İstanbul,İstanbul,2024-08-18,2024-08-21,2024-08-22,3,4,1,True,Depo Gecikme,19.64,Gecikmeli Teslim,3.5,Standard,8.73
DEL-005829,ORD-005829,WH-06,DRV-013,Adana,İstanbul,2023-07-26,2023-07-29,2023-07-29,3,3,0,False,,3.22,Zamanında Teslim,4.6,Standard,1.43
DEL-005830,ORD-005830,WH-08,DRV-010,Kocaeli,Ankara,2024-07-26,2024-07-27,2024-07-27,1,1,0,False,,60.19,Zamanında Teslim,4.6,Express,9.63
DEL-005831,ORD-005831,WH-01,DRV-044,İstanbul,İstanbul,2023-08-27,2023-08-30,2023-08-30,3,3,0,False,,4.28,Zamanında Teslim,4.6,Standard,1.9
DEL-005832,ORD-005832,WH-06,DRV-033,Adana,Adana,2023-03-12,2023-03-13,2023-03-13,1,1,0,False,,185.15,Zamanında Teslim,4.9,Express,21.16
DEL-005833,ORD-005833,WH-04,DRV-053,Bursa,İstanbul,2023-04-02,2023-04-09,2023-04-09,7,7,0,False,,2.33,Zamanında Teslim,4.3,Economy,1.48
DEL-005834,ORD-005834,WH-03,DRV-110,İzmir,İstanbul,2023-03-22,2023-03-29,2023-03-29,7,7,0,False,,3.53,Zamanında Teslim,4.9,Economy,2.24
DEL-005835,ORD-005835,WH-04,DRV-090,Bursa,İzmir,2023-06-16,2023-06-17,2023-06-17,1,1,0,False,,85.5,Zamanında Teslim,4.3,Express,13.68
DEL-005836,ORD-005836,WH-08,DRV-023,Kocaeli,İstanbul,2024-12-25,2024-12-28,2024-12-28,3,3,0,False,,12.02,Zamanında Teslim,4.7,Standard,5.34
DEL-005837,ORD-005837,WH-04,DRV-047,Bursa,İstanbul,2023-02-13,2023-02-16,2023-02-16,3,3,0,False,,22.91,Zamanında Teslim,5.0,Standard,10.18
DEL-005838,ORD-005838,WH-02,DRV-098,Ankara,Adana,2024-07-27,2024-07-28,2024-07-28,1,1,0,False,,86.89,Zamanında Teslim,4.4,Express,9.93
DEL-005839,ORD-005839,WH-08,DRV-035,Kocaeli,Antalya,2024-06-29,2024-07-02,2024-07-02,3,3,0,False,,9.0,Zamanında Teslim,4.5,Standard,3.6
DEL-005840,ORD-005840,WH-07,DRV-083,Konya,Kayseri,2023-04-13,2023-04-20,2023-04-20,7,7,0,False,,28.47,Zamanında Teslim,4.4,Economy,16.27
DEL-005841,ORD-005841,WH-03,DRV-062,İzmir,Gaziantep,2023-09-12,2023-09-19,2023-09-19,7,7,0,False,,2.18,Zamanında Teslim,4.7,Economy,0.89
DEL-005842,ORD-005842,WH-03,DRV-059,İzmir,İstanbul,2024-07-10,2024-07-17,2024-07-17,7,7,0,False,,3.35,Zamanında Teslim,4.7,Economy,2.13
DEL-005843,ORD-005843,WH-08,DRV-083,Kocaeli,Gaziantep,2023-07-11,2023-07-14,2023-07-14,3,3,0,False,,112.77,Zamanında Teslim,3.9,Standard,32.22
DEL-005844,ORD-005844,WH-01,DRV-108,İstanbul,Gaziantep,2023-06-02,2023-06-05,2023-06-05,3,3,0,False,,20.96,Zamanında Teslim,5.0,Standard,5.99
DEL-005845,ORD-005845,WH-03,DRV-005,İzmir,Adana,2024-04-20,2024-04-27,2024-04-27,7,7,0,False,,117.13,Zamanında Teslim,3.9,Economy,47.81
DEL-005846,ORD-005846,WH-06,DRV-063,Adana,Samsun,2024-09-06,2024-09-09,2024-09-10,3,4,1,True,Trafik Yoğunluğu,18.41,Gecikmeli Teslim,4.2,Standard,5.26
DEL-005847,ORD-005847,WH-05,DRV-030,Antalya,Konya,2023-04-07,2023-04-10,2023-04-10,3,3,0,False,,4.33,Zamanında Teslim,4.4,Standard,1.73
DEL-005848,ORD-005848,WH-08,DRV-072,Kocaeli,Antalya,2024-09-16,2024-09-19,2024-09-19,3,3,0,False,,2.17,Zamanında Teslim,5.0,Standard,0.87
DEL-005849,ORD-005849,WH-04,DRV-057,Bursa,Kocaeli,2023-11-10,2023-11-13,2023-11-13,3,3,0,False,,1.69,Zamanında Teslim,3.9,Standard,0.75
DEL-005850,ORD-005850,WH-06,DRV-103,Adana,Konya,2024-09-24,2024-09-25,2024-09-25,1,1,0,False,,283.19,Zamanında Teslim,4.0,Express,45.31
DEL-005851,ORD-005851,WH-05,DRV-090,Antalya,İzmir,2024-03-23,2024-03-26,2024-03-26,3,3,0,False,,22.62,Zamanında Teslim,5.0,Standard,9.05
DEL-005852,ORD-005852,WH-07,DRV-035,Konya,Adana,2023-06-06,2023-06-09,2023-06-10,3,4,1,True,Trafik Yoğunluğu,231.98,Gecikmeli Teslim,3.1,Standard,66.28
DEL-005853,ORD-005853,WH-02,DRV-062,Ankara,Ankara,2024-08-26,2024-08-29,2024-08-29,3,3,0,False,,90.75,Zamanında Teslim,4.8,Standard,36.3
DEL-005854,ORD-005854,WH-03,DRV-020,İzmir,Manisa,2024-11-08,2024-11-15,2024-11-15,7,7,0,False,,10.59,Zamanında Teslim,4.5,Economy,6.05
DEL-005855,ORD-005855,WH-08,DRV-029,Kocaeli,Kayseri,2024-11-12,2024-11-15,2024-11-15,3,3,0,False,,36.05,Zamanında Teslim,5.0,Standard,14.42
DEL-005856,ORD-005856,WH-04,DRV-041,Bursa,Mersin,2023-07-11,2023-07-12,2023-07-12,1,1,0,False,,997.88,Zamanında Teslim,4.4,Express,159.66
DEL-005857,ORD-005857,WH-07,DRV-035,Konya,Bursa,2024-12-24,2024-12-25,2024-12-25,1,1,0,False,,3.83,Zamanında Teslim,4.9,Express,0.68
DEL-005858,ORD-005858,WH-06,DRV-051,Adana,Bursa,2023-07-28,2023-08-04,2023-08-04,7,7,0,False,,18.13,Zamanında Teslim,4.3,Economy,11.51
DEL-005859,ORD-005859,WH-06,DRV-054,Adana,İstanbul,2024-05-29,2024-06-05,2024-06-05,7,7,0,False,,1.51,Zamanında Teslim,4.6,Economy,0.96
DEL-005860,ORD-005860,WH-08,DRV-111,Kocaeli,Konya,2024-01-30,2024-02-06,2024-02-07,7,8,1,True,Hava Koşulları,4.81,Gecikmeli Teslim,2.9,Economy,2.75
DEL-005861,ORD-005861,WH-08,DRV-120,Kocaeli,Samsun,2024-10-29,2024-11-05,2024-11-05,7,7,0,False,,5.24,Zamanında Teslim,4.2,Economy,2.14
DEL-005862,ORD-005862,WH-06,DRV-054,Adana,Antalya,2024-01-31,2024-02-01,2024-02-01,1,1,0,False,,16.12,Zamanında Teslim,4.9,Express,2.58
DEL-005863,ORD-005863,WH-08,DRV-030,Kocaeli,Erzurum,2023-03-10,2023-03-17,2023-03-17,7,7,0,False,,27.66,Zamanında Teslim,4.9,Economy,8.78
DEL-005864,ORD-005864,WH-07,DRV-018,Konya,Adana,2023-09-25,2023-09-28,2023-09-28,3,3,0,False,,27.37,Zamanında Teslim,3.7,Standard,7.82
DEL-005865,ORD-005865,WH-05,DRV-077,Antalya,İzmir,2023-06-20,2023-06-23,2023-06-23,3,3,0,False,,9.05,Zamanında Teslim,4.4,Standard,3.62
DEL-005866,ORD-005866,WH-03,DRV-067,İzmir,İstanbul,2023-12-30,2024-01-06,2024-01-06,7,7,0,False,,1.2,Zamanında Teslim,4.0,Economy,0.76
DEL-005867,ORD-005867,WH-07,DRV-110,Konya,Ankara,2023-03-04,2023-03-11,2023-03-11,7,7,0,False,,5.06,Zamanında Teslim,4.3,Economy,2.89
DEL-005868,ORD-005868,WH-03,DRV-036,İzmir,İzmir,2023-09-15,2023-09-22,2023-09-24,7,9,2,True,Yüksek Sipariş Hacmi,8.8,Gecikmeli Teslim,2.9,Economy,5.03
DEL-005869,ORD-005869,WH-06,DRV-092,Adana,Ankara,2023-09-13,2023-09-14,2023-09-14,1,1,0,False,,116.56,Zamanında Teslim,5.0,Express,18.65
DEL-005870,ORD-005870,WH-06,DRV-048,Adana,İzmir,2023-12-16,2023-12-19,2023-12-19,3,3,0,False,,2.85,Zamanında Teslim,3.6,Standard,1.14
DEL-005871,ORD-005871,WH-04,DRV-010,Bursa,İstanbul,2023-11-25,2023-12-02,2023-12-03,7,8,1,True,Araç Arızası,2.17,Gecikmeli Teslim,3.5,Economy,1.38
DEL-005872,ORD-005872,WH-08,DRV-107,Kocaeli,Konya,2023-07-10,2023-07-17,2023-07-18,7,8,1,True,Yol Çalışması,17.73,Gecikmeli Teslim,3.6,Economy,10.13
DEL-005873,ORD-005873,WH-08,DRV-065,Kocaeli,Gaziantep,2024-02-26,2024-02-27,2024-02-27,1,1,0,False,,420.26,Zamanında Teslim,4.6,Express,48.03
DEL-005874,ORD-005874,WH-04,DRV-031,Bursa,Gaziantep,2024-12-10,2024-12-11,2024-12-11,1,1,0,False,,93.54,Zamanında Teslim,4.3,Express,10.69
DEL-005875,ORD-005875,WH-02,DRV-062,Ankara,İstanbul,2023-04-10,2023-04-17,2023-04-17,7,7,0,False,,8.58,Zamanında Teslim,5.0,Economy,5.45
DEL-005876,ORD-005876,WH-02,DRV-035,Ankara,İstanbul,2023-02-14,2023-02-17,2023-02-18,3,4,1,True,Hava Koşulları,18.52,Gecikmeli Teslim,3.5,Standard,8.23
DEL-005877,ORD-005877,WH-07,DRV-096,Konya,Ankara,2023-10-01,2023-10-08,2023-10-09,7,8,1,True,Yüksek Sipariş Hacmi,1.56,Gecikmeli Teslim,3.0,Economy,0.89
DEL-005878,ORD-005878,WH-08,DRV-116,Kocaeli,Antalya,2024-09-25,2024-10-02,2024-10-02,7,7,0,False,,9.5,Zamanında Teslim,3.5,Economy,5.43
DEL-005879,ORD-005879,WH-02,DRV-054,Ankara,İstanbul,2024-12-22,2024-12-29,2024-12-30,7,8,1,True,Hava Koşulları,11.97,Gecikmeli Teslim,3.7,Economy,7.6
DEL-005880,ORD-005880,WH-01,DRV-108,İstanbul,İstanbul,2023-10-24,2023-10-31,2023-11-03,7,10,3,True,Yüksek Sipariş Hacmi,3.62,Gecikmeli Teslim,3.3,Economy,2.3
DEL-005881,ORD-005881,WH-06,DRV-037,Adana,Adana,2023-01-07,2023-01-10,2023-01-10,3,3,0,False,,39.62,Zamanında Teslim,4.3,Standard,11.32
DEL-005882,ORD-005882,WH-03,DRV-021,İzmir,İstanbul,2023-08-16,2023-08-17,2023-08-17,1,1,0,False,,7.03,Zamanında Teslim,4.2,Express,1.25
DEL-005883,ORD-005883,WH-06,DRV-063,Adana,İzmir,2023-04-23,2023-04-26,2023-04-26,3,3,0,False,,55.72,Zamanında Teslim,4.3,Standard,22.29
DEL-005884,ORD-005884,WH-03,DRV-094,İzmir,İstanbul,2024-04-15,2024-04-16,2024-04-16,1,1,0,False,,110.59,Zamanında Teslim,5.0,Express,19.66
DEL-005885,ORD-005885,WH-05,DRV-088,Antalya,İstanbul,2023-10-18,2023-10-19,2023-10-19,1,1,0,False,,293.91,Zamanında Teslim,4.2,Express,52.25
DEL-005886,ORD-005886,WH-07,DRV-029,Konya,İstanbul,2023-03-31,2023-04-03,2023-04-03,3,3,0,False,,12.44,Zamanında Teslim,4.5,Standard,5.53
DEL-005887,ORD-005887,WH-07,DRV-032,Konya,İstanbul,2023-06-29,2023-06-30,2023-06-30,1,1,0,False,,27.28,Zamanında Teslim,4.5,Express,4.85
DEL-005888,ORD-005888,WH-05,DRV-093,Antalya,Bursa,2023-12-14,2023-12-21,2023-12-21,7,7,0,False,,7.75,Zamanında Teslim,4.6,Economy,4.92
DEL-005889,ORD-005889,WH-03,DRV-012,İzmir,Ankara,2023-11-30,2023-12-03,2023-12-03,3,3,0,False,,115.95,Zamanında Teslim,4.6,Standard,46.38
DEL-005890,ORD-005890,WH-03,DRV-108,İzmir,İstanbul,2024-11-21,2024-11-24,2024-11-24,3,3,0,False,,26.21,Zamanında Teslim,4.8,Standard,11.65
DEL-005891,ORD-005891,WH-06,DRV-016,Adana,İstanbul,2023-11-19,2023-11-26,2023-11-26,7,7,0,False,,4.35,Zamanında Teslim,4.4,Economy,2.76
DEL-005892,ORD-005892,WH-06,DRV-015,Adana,İzmir,2024-07-18,2024-07-21,2024-07-21,3,3,0,False,,26.75,Zamanında Teslim,4.6,Standard,10.7
DEL-005893,ORD-005893,WH-02,DRV-025,Ankara,Kayseri,2023-03-20,2023-03-21,2023-03-21,1,1,0,False,,41.94,Zamanında Teslim,3.6,Express,6.71
DEL-005894,ORD-005894,WH-03,DRV-042,İzmir,Diyarbakır,2024-04-09,2024-04-10,2024-04-10,1,1,0,False,,234.45,Zamanında Teslim,5.0,Express,20.84
DEL-005895,ORD-005895,WH-04,DRV-059,Bursa,Trabzon,2024-01-10,2024-01-13,2024-01-14,3,4,1,True,Hava Koşulları,937.58,Gecikmeli Teslim,3.7,Standard,208.35
DEL-005896,ORD-005896,WH-05,DRV-043,Antalya,Adana,2023-01-18,2023-01-21,2023-01-23,3,5,2,True,Gümrük Beklemesi,10.88,Gecikmeli Teslim,3.3,Standard,3.11
DEL-005897,ORD-005897,WH-07,DRV-060,Konya,Ankara,2024-12-18,2024-12-25,2024-12-26,7,8,1,True,Adres Bulunamadı,5.81,Gecikmeli Teslim,2.5,Economy,3.32
DEL-005898,ORD-005898,WH-04,DRV-030,Bursa,Samsun,2024-04-30,2024-05-03,2024-05-03,3,3,0,False,,32.13,İptal,3.9,Standard,9.18
DEL-005899,ORD-005899,WH-05,DRV-093,Antalya,Konya,2023-04-21,2023-04-22,2023-04-22,1,1,0,False,,764.75,Zamanında Teslim,5.0,Express,122.36
DEL-005900,ORD-005900,WH-06,DRV-011,Adana,Konya,2024-02-11,2024-02-14,2024-02-14,3,3,0,False,,12.22,Zamanında Teslim,4.6,Standard,4.89
DEL-005901,ORD-005901,WH-05,DRV-002,Antalya,Antalya,2023-04-25,2023-05-02,2023-05-02,7,7,0,False,,47.41,Zamanında Teslim,5.0,Economy,27.09
DEL-005902,ORD-005902,WH-01,DRV-060,İstanbul,Mersin,2024-10-30,2024-11-06,2024-11-08,7,9,2,True,Yol Çalışması,1.99,Gecikmeli Teslim,3.4,Economy,1.14
DEL-005903,ORD-005903,WH-07,DRV-117,Konya,İstanbul,2023-04-11,2023-04-12,2023-04-12,1,1,0,False,,899.94,Zamanında Teslim,4.6,Express,159.99
DEL-005904,ORD-005904,WH-04,DRV-048,Bursa,İstanbul,2023-09-12,2023-09-13,2023-09-14,1,2,1,True,Adres Bulunamadı,70.59,Gecikmeli Teslim,4.2,Express,12.55
DEL-005905,ORD-005905,WH-04,DRV-092,Bursa,İzmir,2023-11-20,2023-11-27,2023-11-27,7,7,0,False,,2.9,Zamanında Teslim,3.9,Economy,1.66
DEL-005906,ORD-005906,WH-05,DRV-083,Antalya,Diyarbakır,2024-12-18,2024-12-21,2024-12-23,3,5,2,True,Hava Koşulları,43.74,Gecikmeli Teslim,3.7,Standard,9.72
DEL-005907,ORD-005907,WH-08,DRV-008,Kocaeli,Kayseri,2024-02-20,2024-02-23,2024-02-24,3,4,1,True,Hava Koşulları,1.55,Gecikmeli Teslim,3.6,Standard,0.62
DEL-005908,ORD-005908,WH-01,DRV-068,İstanbul,Adana,2024-10-18,2024-10-25,2024-10-25,7,7,0,False,,7.37,Zamanında Teslim,5.0,Economy,3.01
DEL-005909,ORD-005909,WH-03,DRV-087,İzmir,İstanbul,2024-03-27,2024-03-30,2024-03-30,3,3,0,False,,20.29,Zamanında Teslim,4.7,Standard,9.02
DEL-005910,ORD-005910,WH-08,DRV-082,Kocaeli,Samsun,2024-11-27,2024-12-04,2024-12-04,7,7,0,False,,124.36,Zamanında Teslim,5.0,Economy,50.76
DEL-005911,ORD-005911,WH-02,DRV-053,Ankara,Adana,2024-04-04,2024-04-07,2024-04-07,3,3,0,False,,44.31,Zamanında Teslim,4.8,Standard,12.66
DEL-005912,ORD-005912,WH-02,DRV-086,Ankara,Antalya,2024-01-23,2024-01-24,2024-01-24,1,1,0,False,,13.19,Zamanında Teslim,4.5,Express,2.11
DEL-005913,ORD-005913,WH-02,DRV-093,Ankara,Kocaeli,2023-08-31,2023-09-03,2023-09-03,3,3,0,False,,21.8,Zamanında Teslim,4.7,Standard,9.69
DEL-005914,ORD-005914,WH-02,DRV-025,Ankara,Ankara,2024-12-04,2024-12-11,2024-12-11,7,7,0,False,,2.66,Zamanında Teslim,4.3,Economy,1.52
DEL-005915,ORD-005915,WH-02,DRV-024,Ankara,Kayseri,2024-09-13,2024-09-14,2024-09-14,1,1,0,False,,736.06,Zamanında Teslim,4.9,Express,117.77
DEL-005916,ORD-005916,WH-08,DRV-064,Kocaeli,İstanbul,2024-08-25,2024-08-28,2024-08-29,3,4,1,True,Depo Gecikme,9.47,Gecikmeli Teslim,3.9,Standard,4.21
DEL-005917,ORD-005917,WH-01,DRV-106,İstanbul,Antalya,2024-06-15,2024-06-22,2024-06-22,7,7,0,False,,1.92,Zamanında Teslim,4.7,Economy,1.1
DEL-005918,ORD-005918,WH-06,DRV-028,Adana,Konya,2023-12-25,2024-01-01,2024-01-02,7,8,1,True,Hava Koşulları,1.66,Gecikmeli Teslim,3.3,Economy,0.95
DEL-005919,ORD-005919,WH-08,DRV-103,Kocaeli,Antalya,2023-12-09,2023-12-12,2023-12-12,3,3,0,False,,3.7,Zamanında Teslim,4.8,Standard,1.48
DEL-005920,ORD-005920,WH-01,DRV-120,İstanbul,İstanbul,2024-01-14,2024-01-17,2024-01-18,3,4,1,True,Alıcı Mevcut Değil,2.07,İptal,3.4,Standard,0.92
DEL-005921,ORD-005921,WH-03,DRV-027,İzmir,Eskişehir,2024-07-05,2024-07-08,2024-07-08,3,3,0,False,,4.38,Zamanında Teslim,4.5,Standard,1.75
DEL-005922,ORD-005922,WH-03,DRV-002,İzmir,Antalya,2023-04-24,2023-04-27,2023-04-27,3,3,0,False,,65.67,Zamanında Teslim,4.1,Standard,26.27
DEL-005923,ORD-005923,WH-01,DRV-066,İstanbul,İstanbul,2023-03-09,2023-03-12,2023-03-12,3,3,0,False,,11.03,Zamanında Teslim,4.5,Standard,4.9
DEL-005924,ORD-005924,WH-01,DRV-082,İstanbul,Manisa,2023-01-29,2023-01-30,2023-01-30,1,1,0,False,,445.38,Zamanında Teslim,4.7,Express,71.26
DEL-005925,ORD-005925,WH-01,DRV-019,İstanbul,İstanbul,2024-10-26,2024-11-02,2024-11-02,7,7,0,False,,1.48,Zamanında Teslim,3.9,Economy,0.94
DEL-005926,ORD-005926,WH-04,DRV-068,Bursa,Adana,2023-03-11,2023-03-12,2023-03-12,1,1,0,False,,31.67,Zamanında Teslim,5.0,Express,3.62
DEL-005927,ORD-005927,WH-06,DRV-099,Adana,Konya,2024-05-26,2024-06-02,2024-06-03,7,8,1,True,Sürücü Değişimi,27.33,Gecikmeli Teslim,3.8,Economy,15.62
DEL-005928,ORD-005928,WH-01,DRV-119,İstanbul,İzmir,2024-04-17,2024-04-24,2024-04-25,7,8,1,True,Yol Çalışması,22.15,Gecikmeli Teslim,3.9,Economy,12.66
DEL-005929,ORD-005929,WH-07,DRV-070,Konya,Konya,2023-10-12,2023-10-13,2023-10-13,1,1,0,False,,88.0,Zamanında Teslim,4.9,Express,14.08
DEL-005930,ORD-005930,WH-06,DRV-004,Adana,Eskişehir,2023-05-14,2023-05-17,2023-05-17,3,3,0,False,,2.62,Zamanında Teslim,5.0,Standard,1.05
DEL-005931,ORD-005931,WH-05,DRV-047,Antalya,Adana,2024-10-25,2024-11-01,2024-11-02,7,8,1,True,Yol Çalışması,15.14,Gecikmeli Teslim,3.4,Economy,6.18
