order_id,order_date,customer_id,origin_city,destination_city,product_category,quantity,weight_kg,order_value_tl,priority,is_fragile,warehouse_id
ORD-005396,2023-03-02,CUS-04718,Bursa,İstanbul,Elektronik,6,11.13,24857.76,Express,True,WH-04
ORD-005397,2024-06-07,CUS-00747,Kocaeli,İstanbul,Tekstil,1,1.51,284.4,Standard,False,WH-08
ORD-005398,2024-01-20,CUS-04504,Konya,İstanbul,Mobilya,1,37.44,2442.23,Express,True,WH-07
ORD-005399,2024-10-01,CUS-00313,Ankara,İstanbul,Oyuncak,1,1.33,278.49,Economy,False,WH-02
ORD-005400,2024-07-07,CUS-01694,Bursa,Konya,Tekstil,2,1.86,788.48,Standard,False,WH-04
ORD-005401,2024-04-13,CUS-00174,Kocaeli,Ankara,Mobilya,1,60.05,3128.96,Standard,True,WH-08
ORD-005402,2023-05-13,CUS-00581,Kocaeli,Adana,Otomotiv Parça,1,9.28,1530.14,Standard,False,WH-08
ORD-005403,2023-11-23,CUS-03791,Adana,Mersin,Kitap/Kırtasiye,4,6.25,538.27,Economy,False,WH-06
ORD-005404,2024-12-14,CUS-02791,Kocaeli,Mersin,Kozmetik,1,1.15,370.57,Standard,False,WH-08
ORD-005405,2024-08-04,CUS-00209,Adana,Ankara,Ev & Yaşam,10,81.19,7257.9,Express,True,WH-06
ORD-005406,2023-12-17,CUS-01098,Konya,Ankara,Mobilya,1,41.41,1428.57,Standard,True,WH-07
ORD-005407,2024-07-30,CUS-04211,Antalya,Gaziantep,Tekstil,1,1.43,407.33,Standard,False,WH-05
ORD-005408,2024-01-09,CUS-02827,Bursa,Diyarbakır,Kozmetik,1,0.76,299.27,Economy,False,WH-04
ORD-005409,2023-06-14,CUS-01175,Adana,Konya,Gıda,4,36.87,1308.16,Standard,False,WH-06
ORD-005410,2023-03-05,CUS-00609,İzmir,Kocaeli,Oyuncak,2,3.79,559.59,Economy,False,WH-03
ORD-005411,2024-02-08,CUS-00759,İzmir,Adana,Tekstil,1,1.07,292.84,Economy,False,WH-03
ORD-005412,2023-11-03,CUS-02619,Antalya,Samsun,Kitap/Kırtasiye,1,1.53,143.84,Standard,False,WH-05
ORD-005413,2023-06-02,CUS-03880,İzmir,İstanbul,Mobilya,1,30.74,1576.35,Express,True,WH-03
ORD-005414,2024-10-07,CUS-01659,Kocaeli,Ankara,Ev & Yaşam,6,52.15,5101.91,Economy,True,WH-08
ORD-005415,2023-01-27,CUS-01545,İstanbul,Bursa,Oyuncak,2,4.06,737.86,Standard,False,WH-01
ORD-005416,2024-01-07,CUS-01381,Ankara,Konya,Mobilya,1,48.39,3224.5,Express,True,WH-02
ORD-005417,2023-10-19,CUS-04774,İzmir,Diyarbakır,Kozmetik,2,1.6,448.03,Express,False,WH-03
ORD-005418,2023-07-25,CUS-04718,İstanbul,Manisa,Spor Malzemesi,1,5.94,705.8,Standard,False,WH-01
ORD-005419,2023-09-14,CUS-02964,İstanbul,İstanbul,Tekstil,2,2.82,697.72,Economy,False,WH-01
ORD-005420,2024-11-06,CUS-00221,İstanbul,İstanbul,Otomotiv Parça,1,9.88,1317.29,Standard,False,WH-01
ORD-005421,2023-10-17,CUS-00726,Antalya,Mersin,Otomotiv Parça,4,59.5,6527.79,Standard,False,WH-05
ORD-005422,2023-05-20,CUS-02478,Adana,Trabzon,Mobilya,1,39.04,2001.6,Economy,True,WH-06
ORD-005423,2024-02-21,CUS-00933,Ankara,İstanbul,Oyuncak,1,1.8,291.37,Economy,False,WH-02
ORD-005424,2023-07-28,CUS-03875,Adana,Trabzon,Mobilya,6,251.64,16485.26,Express,True,WH-06
ORD-005425,2023-03-12,CUS-01441,Konya,İstanbul,Ev & Yaşam,1,5.47,663.92,Economy,True,WH-07
ORD-005426,2024-04-17,CUS-01960,Kocaeli,İzmir,Spor Malzemesi,1,5.86,838.8,Express,False,WH-08
ORD-005427,2023-10-25,CUS-00213,İzmir,Samsun,Tekstil,2,2.4,1009.71,Economy,False,WH-03
ORD-005428,2023-06-19,CUS-00324,Bursa,Antalya,Mobilya,2,80.08,9338.95,Standard,True,WH-04
ORD-005429,2023-04-05,CUS-04307,İzmir,Ankara,Kozmetik,3,2.95,1091.77,Standard,False,WH-03
ORD-005430,2024-09-08,CUS-04739,Ankara,İstanbul,Oyuncak,3,5.98,608.56,Economy,False,WH-02
ORD-005431,2024-01-24,CUS-01543,İzmir,Konya,Kozmetik,1,1.08,385.81,Economy,False,WH-03
ORD-005432,2023-04-30,CUS-04204,İstanbul,Samsun,Tekstil,11,12.74,4052.05,Standard,False,WH-01
ORD-005433,2023-06-07,CUS-04601,Konya,İstanbul,Mobilya,3,147.98,9866.15,Express,True,WH-07
ORD-005434,2024-12-13,CUS-03532,Bursa,İstanbul,Otomotiv Parça,4,42.17,5608.49,Economy,False,WH-04
ORD-005435,2024-10-03,CUS-03968,Ankara,Ankara,Elektronik,1,2.73,4107.96,Economy,True,WH-02
ORD-005436,2023-03-29,CUS-00944,Ankara,İstanbul,Mobilya,2,69.36,3456.7,Standard,True,WH-02
ORD-005437,2024-06-02,CUS-00248,Adana,Trabzon,Otomotiv Parça,6,70.65,8912.64,Express,False,WH-06
ORD-005438,2023-04-25,CUS-02040,İstanbul,İstanbul,Mobilya,2,111.87,4305.4,Economy,True,WH-01
ORD-005439,2023-10-06,CUS-00228,Konya,Kocaeli,Kozmetik,2,2.08,670.36,Economy,False,WH-07
ORD-005440,2024-05-19,CUS-02826,Konya,İstanbul,Oyuncak,1,2.16,216.29,Standard,False,WH-07
ORD-005441,2023-03-01,CUS-02934,İzmir,Samsun,Otomotiv Parça,1,14.6,1550.24,Standard,False,WH-03
ORD-005442,2024-12-25,CUS-03092,Ankara,Erzurum,Otomotiv Parça,4,51.92,1595.7,Express,False,WH-02
ORD-005443,2023-08-02,CUS-04128,Kocaeli,İstanbul,Elektronik,1,2.97,3394.12,Economy,True,WH-08
ORD-005444,2023-03-20,CUS-00254,Kocaeli,İstanbul,Elektronik,3,7.92,7982.81,Express,True,WH-08
ORD-005445,2023-07-12,CUS-00496,Bursa,Kayseri,Ev & Yaşam,10,82.54,7232.95,Standard,True,WH-04
ORD-005446,2024-03-10,CUS-04865,Adana,Ankara,Otomotiv Parça,2,17.98,1900.47,Express,False,WH-06
ORD-005447,2024-09-14,CUS-03254,Konya,Ankara,Ev & Yaşam,2,20.28,1299.79,Economy,True,WH-07
ORD-005448,2024-12-03,CUS-01788,Bursa,Antalya,Gıda,2,13.66,610.86,Economy,False,WH-04
ORD-005449,2024-12-07,CUS-04284,Adana,İzmir,Elektronik,1,2.53,1863.7,Standard,True,WH-06
ORD-005450,2023-01-10,CUS-02248,Ankara,Trabzon,Ev & Yaşam,1,5.68,665.67,Standard,True,WH-02
ORD-005451,2024-11-02,CUS-01772,İzmir,İstanbul,Spor Malzemesi,1,5.58,359.17,Standard,False,WH-03
ORD-005452,2023-11-02,CUS-02766,Konya,İstanbul,Elektronik,1,2.76,3256.17,Economy,True,WH-07
ORD-005453,2024-07-01,CUS-01402,Bursa,Kayseri,Kozmetik,1,0.88,337.73,Standard,False,WH-04
ORD-005454,2023-09-07,CUS-01528,Kocaeli,İzmir,Ev & Yaşam,1,2.48,577.33,Economy,True,WH-08
ORD-005455,2023-05-26,CUS-03063,İzmir,Bursa,Kitap/Kırtasiye,1,0.88,93.29,Economy,False,WH-03
ORD-005456,2024-07-17,CUS-01734,Ankara,Kocaeli,Kozmetik,2,1.4,333.46,Standard,False,WH-02
ORD-005457,2024-09-27,CUS-01760,İstanbul,Kayseri,Ev & Yaşam,1,6.1,891.95,Economy,True,WH-01
ORD-005458,2023-11-15,CUS-03510,Bursa,Bursa,Gıda,1,9.02,271.71,Economy,False,WH-04
ORD-005459,2024-05-22,CUS-01602,Kocaeli,Bursa,Mobilya,1,34.41,2998.2,Standard,True,WH-08
ORD-005460,2024-02-10,CUS-04358,Bursa,Diyarbakır,Mobilya,1,41.47,1748.71,Express,True,WH-04
ORD-005461,2023-01-18,CUS-02983,Kocaeli,İstanbul,Mobilya,5,162.65,14343.1,Express,True,WH-08
ORD-005462,2024-06-15,CUS-04238,Antalya,Ankara,Spor Malzemesi,1,6.52,514.7,Economy,False,WH-05
ORD-005463,2024-03-17,CUS-04024,Bursa,Gaziantep,Kozmetik,1,0.99,158.84,Express,False,WH-04
ORD-005464,2023-04-01,CUS-02728,Kocaeli,İstanbul,Spor Malzemesi,1,4.64,756.06,Standard,False,WH-08
ORD-005465,2023-12-20,CUS-00306,Konya,Eskişehir,Ev & Yaşam,1,7.47,803.19,Standard,True,WH-07
ORD-005466,2023-05-05,CUS-00909,Ankara,İstanbul,Oyuncak,1,1.64,331.59,Standard,False,WH-02
ORD-005467,2023-10-03,CUS-04457,İzmir,İstanbul,Tekstil,4,3.29,1078.76,Standard,False,WH-03
ORD-005468,2023-04-26,CUS-00596,Ankara,Konya,Mobilya,1,41.48,2177.75,Standard,True,WH-02
ORD-005469,2024-02-29,CUS-00255,Konya,Bursa,Tekstil,1,1.11,547.21,Standard,False,WH-07
ORD-005470,2023-07-23,CUS-03275,İzmir,Diyarbakır,Tekstil,1,1.02,344.92,Express,False,WH-03
ORD-005471,2023-01-23,CUS-03106,Antalya,Trabzon,Kitap/Kırtasiye,7,10.6,560.98,Standard,False,WH-05
ORD-005472,2023-12-26,CUS-03112,Bursa,Mersin,Gıda,1,7.09,310.39,Economy,False,WH-04
ORD-005473,2024-06-02,CUS-02187,Ankara,Kayseri,Mobilya,1,48.86,2602.03,Standard,True,WH-02
ORD-005474,2023-01-28,CUS-02301,Adana,İstanbul,Kozmetik,4,4.36,979.32,Economy,False,WH-06
ORD-005475,2023-12-13,CUS-00235,Konya,Erzurum,Kitap/Kırtasiye,1,2.1,90.54,Economy,False,WH-07
ORD-005476,2023-01-10,CUS-04924,Ankara,İstanbul,Elektronik,1,2.59,3616.97,Economy,True,WH-02
ORD-005477,2024-02-28,CUS-01807,İzmir,Adana,Gıda,6,51.73,2154.86,Express,False,WH-03
ORD-005478,2024-06-19,CUS-01030,Antalya,Ankara,Ev & Yaşam,1,8.0,836.79,Standard,True,WH-05
ORD-005479,2024-12-08,CUS-03200,Bursa,İstanbul,Otomotiv Parça,3,41.22,4841.73,Standard,False,WH-04
ORD-005480,2024-06-27,CUS-04759,İstanbul,İstanbul,Kitap/Kırtasiye,2,1.92,172.72,Economy,False,WH-01
ORD-005481,2023-11-29,CUS-02119,Bursa,Samsun,Otomotiv Parça,2,27.11,4095.93,Express,False,WH-04
ORD-005482,2023-01-31,CUS-02955,Konya,Trabzon,Ev & Yaşam,1,6.62,776.91,Economy,True,WH-07
ORD-005483,2023-02-03,CUS-00158,Antalya,Bursa,Tekstil,3,3.15,961.82,Standard,False,WH-05
ORD-005484,2023-09-04,CUS-01547,Antalya,İstanbul,Oyuncak,4,7.23,938.41,Economy,False,WH-05
ORD-005485,2024-04-30,CUS-01415,Konya,Samsun,Elektronik,1,2.08,4343.45,Express,True,WH-07
ORD-005486,2024-05-13,CUS-01017,Adana,Mersin,Kitap/Kırtasiye,1,1.54,142.6,Economy,False,WH-06
ORD-005487,2023-11-09,CUS-02336,Antalya,Samsun,Ev & Yaşam,1,7.08,448.64,Economy,True,WH-05
ORD-005488,2024-09-19,CUS-01133,Antalya,Gaziantep,Spor Malzemesi,1,5.31,893.29,Economy,False,WH-05
ORD-005489,2023-03-28,CUS-03565,Adana,Manisa,Otomotiv Parça,1,13.78,1464.44,Economy,False,WH-06
ORD-005490,2023-05-14,CUS-00920,İstanbul,İzmir,Gıda,1,7.31,262.23,Economy,False,WH-01
ORD-005491,2024-02-29,CUS-01677,Kocaeli,Kocaeli,Tekstil,2,1.81,599.45,Economy,False,WH-08
ORD-005492,2023-10-05,CUS-02613,Antalya,Ankara,Ev & Yaşam,1,6.09,592.48,Economy,True,WH-05
ORD-005493,2024-08-22,CUS-01744,Konya,İstanbul,Kitap/Kırtasiye,1,1.42,144.78,Economy,False,WH-07
ORD-005494,2024-07-18,CUS-00747,Kocaeli,İstanbul,Gıda,2,16.54,403.03,Standard,False,WH-08
ORD-005495,2024-12-04,CUS-00105,Kocaeli,Kocaeli,Elektronik,1,3.25,3283.34,Express,True,WH-08
ORD-005496,2024-04-21,CUS-02768,Antalya,Bursa,Tekstil,1,1.02,462.68,Standard,False,WH-05
ORD-005497,2024-04-04,CUS-00336,Bursa,İzmir,Tekstil,1,1.38,345.34,Economy,False,WH-04
ORD-005498,2023-10-05,CUS-00737,Antalya,Diyarbakır,Ev & Yaşam,1,6.63,918.88,Standard,True,WH-05
ORD-005499,2024-12-16,CUS-02568,Bursa,Mersin,Kozmetik,1,0.92,361.63,Standard,False,WH-04
ORD-005500,2024-12-31,CUS-01748,Bursa,Ankara,Gıda,4,41.85,1109.25,Economy,False,WH-04
ORD-005501,2024-05-09,CUS-03321,Adana,İstanbul,Oyuncak,2,3.4,520.43,Economy,False,WH-06
ORD-005502,2024-11-05,CUS-00396,Bursa,Bursa,Oyuncak,1,1.69,140.77,Standard,False,WH-04
ORD-005503,2023-05-22,CUS-03870,Kocaeli,İzmir,Kitap/Kırtasiye,12,23.96,1258.27,Standard,False,WH-08
ORD-005504,2023-04-09,CUS-00531,İzmir,Samsun,Kitap/Kırtasiye,2,4.1,265.33,Economy,False,WH-03
ORD-005505,2024-06-21,CUS-00598,Antalya,Diyarbakır,Otomotiv Parça,12,166.52,16744.54,Economy,False,WH-05
ORD-005506,2023-01-03,CUS-00977,Konya,İzmir,Ev & Yaşam,1,7.6,916.22,Standard,True,WH-07
ORD-005507,2023-03-19,CUS-00670,Konya,Ankara,Spor Malzemesi,1,6.36,657.3,Standard,False,WH-07
ORD-005508,2023-04-16,CUS-02976,Kocaeli,Manisa,Oyuncak,1,1.24,334.33,Standard,False,WH-08
ORD-005509,2023-11-07,CUS-01744,Kocaeli,İstanbul,Kozmetik,3,2.7,1120.9,Economy,False,WH-08
ORD-005510,2024-11-17,CUS-01514,Adana,Bursa,Oyuncak,1,2.11,237.5,Economy,False,WH-06
ORD-005511,2023-09-04,CUS-03756,Kocaeli,Bursa,Otomotiv Parça,1,9.9,1281.96,Economy,False,WH-08
ORD-005512,2023-01-05,CUS-01205,Ankara,İstanbul,Oyuncak,2,4.38,745.22,Economy,False,WH-02
ORD-005513,2023-12-15,CUS-00709,İzmir,İstanbul,Kitap/Kırtasiye,1,0.73,126.44,Economy,False,WH-03
ORD-005514,2024-10-27,CUS-01360,İzmir,Gaziantep,Oyuncak,1,1.69,261.38,Economy,False,WH-03
ORD-005515,2024-02-20,CUS-03325,Konya,İzmir,Ev & Yaşam,1,5.54,522.17,Express,True,WH-07
ORD-005516,2024-02-26,CUS-01666,Adana,Gaziantep,Gıda,4,22.11,1718.52,Standard,False,WH-06
ORD-005517,2024-07-16,CUS-03764,Adana,Manisa,Ev & Yaşam,2,13.78,1685.52,Standard,True,WH-06
ORD-005518,2023-03-06,CUS-00889,İzmir,İzmir,Spor Malzemesi,1,4.84,422.3,Economy,False,WH-03
ORD-005519,2023-01-02,CUS-00079,Kocaeli,Samsun,Mobilya,2,93.91,3354.59,Standard,True,WH-08
ORD-005520,2024-08-30,CUS-03993,Bursa,Erzurum,Elektronik,2,6.1,6727.43,Express,True,WH-04
ORD-005521,2024-06-16,CUS-03561,Konya,Kayseri,Oyuncak,4,7.87,1111.97,Standard,False,WH-07
ORD-005522,2024-08-16,CUS-04675,İstanbul,İstanbul,Elektronik,1,3.33,4638.46,Standard,True,WH-01
ORD-005523,2024-06-11,CUS-03566,İzmir,İstanbul,Oyuncak,1,1.78,276.02,Standard,False,WH-03
ORD-005524,2024-05-18,CUS-01442,Konya,Gaziantep,Oyuncak,3,5.82,1012.32,Standard,False,WH-07
ORD-005525,2024-09-22,CUS-02204,Antalya,İzmir,Elektronik,2,3.7,7748.94,Economy,True,WH-05
ORD-005526,2023-12-15,CUS-03238,Kocaeli,Ankara,Otomotiv Parça,1,12.86,2206.43,Express,False,WH-08
ORD-005527,2024-01-05,CUS-04114,İzmir,Konya,Tekstil,1,1.37,289.39,Economy,False,WH-03
ORD-005528,2023-04-16,CUS-04731,Kocaeli,İzmir,Ev & Yaşam,5,32.55,2499.71,Standard,True,WH-08
ORD-005529,2023-12-25,CUS-01085,Adana,İstanbul,Elektronik,1,3.08,3227.04,Express,True,WH-06
ORD-005530,2023-06-02,CUS-01850,Konya,İstanbul,Spor Malzemesi,1,4.9,696.19,Economy,False,WH-07
ORD-005531,2023-03-01,CUS-02829,Antalya,İstanbul,Spor Malzemesi,2,11.14,1138.57,Standard,False,WH-05
ORD-005532,2023-06-25,CUS-01979,Bursa,Kocaeli,Kitap/Kırtasiye,2,3.36,151.46,Economy,False,WH-04
ORD-005533,2023-01-11,CUS-02113,Kocaeli,Antalya,Elektronik,2,2.95,6265.1,Economy,True,WH-08
ORD-005534,2023-02-10,CUS-04219,Konya,Gaziantep,Mobilya,1,44.5,3054.17,Standard,True,WH-07
ORD-005535,2023-12-18,CUS-03921,Konya,İstanbul,Gıda,1,6.72,245.77,Standard,False,WH-07
ORD-005536,2024-01-12,CUS-03951,Bursa,İstanbul,Kitap/Kırtasiye,1,1.26,109.36,Economy,False,WH-04
ORD-005537,2024-10-10,CUS-01720,Adana,Antalya,Elektronik,1,2.6,2239.98,Express,True,WH-06
ORD-005538,2024-02-14,CUS-01591,Bursa,Gaziantep,Spor Malzemesi,1,2.14,742.1,Economy,False,WH-04
ORD-005539,2023-05-20,CUS-01062,Antalya,Bursa,Mobilya,1,38.55,3069.0,Express,True,WH-05
ORD-005540,2023-06-03,CUS-04257,İzmir,Bursa,Kitap/Kırtasiye,1,1.71,154.67,Economy,False,WH-03
ORD-005541,2023-08-25,CUS-01526,İzmir,İzmir,Mobilya,1,42.61,490.41,Standard,True,WH-03
ORD-005542,2023-12-12,CUS-01880,Bursa,Kayseri,Mobilya,1,44.94,1062.22,Express,True,WH-04
ORD-005543,2024-04-27,CUS-01168,Antalya,Samsun,Elektronik,1,3.05,4381.31,Express,True,WH-05
ORD-005544,2024-11-01,CUS-00092,Kocaeli,İstanbul,Elektronik,1,1.6,2424.48,Express,True,WH-08
ORD-005545,2023-10-01,CUS-01015,Bursa,İstanbul,Mobilya,1,53.8,2718.06,Economy,True,WH-04
ORD-005546,2024-10-09,CUS-03008,Antalya,Adana,Oyuncak,2,3.82,640.33,Standard,False,WH-05
ORD-005547,2024-02-13,CUS-04485,Kocaeli,Adana,Tekstil,7,9.0,3232.28,Express,False,WH-08
ORD-005548,2024-10-02,CUS-00828,Kocaeli,Mersin,Kozmetik,1,0.82,271.31,Standard,False,WH-08
ORD-005549,2024-08-29,CUS-03912,Ankara,Bursa,Kitap/Kırtasiye,8,8.7,865.47,Economy,False,WH-02
ORD-005550,2024-03-07,CUS-02424,Konya,Antalya,Spor Malzemesi,1,3.66,1016.57,Standard,False,WH-07
ORD-005551,2024-01-14,CUS-00786,İzmir,Erzurum,Kitap/Kırtasiye,2,2.4,167.79,Standard,False,WH-03
ORD-005552,2024-01-12,CUS-01289,Kocaeli,İzmir,Oyuncak,1,1.5,264.42,Economy,False,WH-08
ORD-005553,2024-03-21,CUS-03689,İzmir,Ankara,Kitap/Kırtasiye,2,3.53,221.38,Standard,False,WH-03
ORD-005554,2023-07-22,CUS-01673,Adana,Adana,Ev & Yaşam,5,33.67,4752.26,Standard,True,WH-06
ORD-005555,2023-09-27,CUS-04688,Bursa,Gaziantep,Gıda,1,4.75,263.4,Economy,False,WH-04
ORD-005556,2023-02-08,CUS-04243,Kocaeli,İstanbul,Otomotiv Parça,1,12.55,1209.49,Standard,False,WH-08
ORD-005557,2023-08-11,CUS-01950,İstanbul,Konya,Tekstil,1,1.21,411.28,Economy,False,WH-01
ORD-005558,2023-06-18,CUS-02830,Konya,İstanbul,Oyuncak,1,1.53,271.08,Standard,False,WH-07
ORD-005559,2024-01-07,CUS-03246,İstanbul,Kayseri,Elektronik,4,8.19,14920.29,Express,True,WH-01
ORD-005560,2024-03-22,CUS-03304,İstanbul,İzmir,Oyuncak,1,1.54,279.69,Standard,False,WH-01
ORD-005561,2024-10-23,CUS-00767,Kocaeli,İzmir,Kozmetik,1,0.9,380.0,Standard,False,WH-08
ORD-005562,2023-11-01,CUS-02021,Konya,Samsun,Ev & Yaşam,1,6.0,794.69,Economy,True,WH-07
ORD-005563,2023-05-26,CUS-00008,Ankara,Bursa,Kitap/Kırtasiye,5,7.46,482.19,Economy,False,WH-02
ORD-005564,2023-08-25,CUS-03123,Kocaeli,Bursa,Gıda,1,9.28,203.41,Standard,False,WH-08
ORD-005565,2023-06-22,CUS-01983,Konya,İstanbul,Kitap/Kırtasiye,1,1.51,113.53,Standard,False,WH-07
ORD-005566,2024-11-24,CUS-01867,Konya,İzmir,Mobilya,1,42.24,3210.8,Standard,True,WH-07
ORD-005567,2024-09-02,CUS-00060,Antalya,Antalya,Ev & Yaşam,1,7.89,534.29,Standard,True,WH-05
ORD-005568,2023-07-25,CUS-03398,Antalya,Bursa,Kitap/Kırtasiye,5,9.21,520.86,Standard,False,WH-05
ORD-005569,2024-01-06,CUS-00477,Kocaeli,İzmir,Kitap/Kırtasiye,1,1.69,115.55,Standard,False,WH-08
ORD-005570,2024-06-09,CUS-00129,Ankara,Bursa,Elektronik,1,3.51,3167.45,Express,True,WH-02
ORD-005571,2024-11-09,CUS-03081,Konya,İstanbul,Otomotiv Parça,1,13.18,1425.46,Economy,False,WH-07
ORD-005572,2023-08-15,CUS-03779,Konya,Konya,Gıda,2,14.25,597.34,Standard,False,WH-07
ORD-005573,2023-07-29,CUS-02336,Bursa,Gaziantep,Gıda,1,8.06,172.32,Standard,False,WH-04
ORD-005574,2024-06-01,CUS-03491,Ankara,İzmir,Ev & Yaşam,1,6.53,680.63,Standard,True,WH-02
ORD-005575,2024-11-14,CUS-04942,İstanbul,Ankara,Tekstil,2,2.61,1073.35,Standard,False,WH-01
ORD-005576,2023-01-11,CUS-03624,İstanbul,Ankara,Oyuncak,1,1.29,239.14,Standard,False,WH-01
ORD-005577,2023-08-01,CUS-03665,Antalya,Kocaeli,Gıda,1,5.19,264.44,Standard,False,WH-05
ORD-005578,2024-07-25,CUS-02975,Adana,Eskişehir,Mobilya,3,140.84,8644.79,Standard,True,WH-06
ORD-005579,2024-10-07,CUS-00478,Konya,Kocaeli,Tekstil,1,1.0,602.49,Standard,False,WH-07
ORD-005580,2024-09-23,CUS-03399,Ankara,Konya,Ev & Yaşam,1,8.05,898.19,Standard,True,WH-02
ORD-005581,2023-10-27,CUS-00119,Ankara,Mersin,Kitap/Kırtasiye,2,2.86,200.13,Economy,False,WH-02
ORD-005582,2023-10-20,CUS-03429,Antalya,Ankara,Otomotiv Parça,1,10.23,1297.45,Economy,False,WH-05
ORD-005583,2024-03-21,CUS-01749,Kocaeli,Kocaeli,Kozmetik,1,0.78,136.5,Standard,False,WH-08
ORD-005584,2024-12-06,CUS-02668,İstanbul,Kocaeli,Mobilya,1,38.07,3180.47,Standard,True,WH-01
ORD-005585,2023-05-14,CUS-03187,Adana,Bursa,Ev & Yaşam,1,6.98,653.67,Express,True,WH-06
ORD-005586,2024-03-23,CUS-04443,Kocaeli,Ankara,Tekstil,2,2.94,954.7,Economy,False,WH-08
ORD-005587,2023-11-07,CUS-03646,Bursa,Gaziantep,Otomotiv Parça,1,9.93,1845.63,Express,False,WH-04
ORD-005588,2023-10-08,CUS-04163,Konya,İstanbul,Kozmetik,1,0.76,364.47,Standard,False,WH-07
ORD-005589,2023-11-23,CUS-02650,İzmir,Antalya,Oyuncak,1,1.14,231.34,Express,False,WH-03
ORD-005590,2023-03-01,CUS-02298,Konya,İstanbul,Elektronik,2,5.32,7723.88,Standard,True,WH-07
ORD-005591,2024-02-07,CUS-02443,Bursa,Trabzon,Gıda,1,8.49,213.93,Standard,False,WH-04
ORD-005592,2023-08-26,CUS-01449,Adana,Ankara,Oyuncak,1,1.39,234.23,Standard,False,WH-06
ORD-005593,2023-04-25,CUS-00264,Konya,İstanbul,Tekstil,4,4.53,2116.46,Standard,False,WH-07
ORD-005594,2023-08-29,CUS-01717,İstanbul,Bursa,Tekstil,1,1.58,511.06,Express,False,WH-01
ORD-005595,2023-12-05,CUS-03500,Konya,Diyarbakır,Spor Malzemesi,1,5.55,822.6,Economy,False,WH-07
ORD-005596,2023-01-01,CUS-03908,Bursa,Mersin,Ev & Yaşam,1,7.68,516.06,Economy,True,WH-04
ORD-005597,2024-02-17,CUS-00672,Ankara,İstanbul,Kozmetik,1,0.93,372.15,Standard,False,WH-02
ORD-005598,2024-03-12,CUS-00363,Adana,İstanbul,Gıda,1,9.38,287.34,Standard,False,WH-06
ORD-005599,2023-09-01,CUS-04516,Adana,Gaziantep,Spor Malzemesi,1,5.36,811.23,Economy,False,WH-06
ORD-005600,2024-02-23,CUS-00348,İstanbul,Gaziantep,Tekstil,3,4.59,539.34,Economy,False,WH-01
ORD-005601,2023-11-06,CUS-01776,Bursa,İstanbul,Oyuncak,1,1.78,192.32,Economy,False,WH-04
ORD-005602,2024-01-17,CUS-00011,Konya,İstanbul,Oyuncak,1,2.03,282.12,Standard,False,WH-07
ORD-005603,2023-04-13,CUS-00213,İstanbul,Samsun,Oyuncak,1,1.45,299.41,Standard,False,WH-01
ORD-005604,2023-06-21,CUS-00868,İstanbul,Antalya,Otomotiv Parça,11,143.43,17792.11,Express,False,WH-01
ORD-005605,2023-02-01,CUS-00776,Kocaeli,İstanbul,Kozmetik,1,1.36,347.09,Economy,False,WH-08
ORD-005606,2024-07-08,CUS-00743,Konya,İstanbul,Kitap/Kırtasiye,1,1.68,128.69,Economy,False,WH-07
ORD-005607,2024-09-04,CUS-01554,Ankara,Ankara,Ev & Yaşam,1,6.78,589.39,Economy,True,WH-02
ORD-005608,2024-02-15,CUS-02753,Adana,Adana,Kitap/Kırtasiye,1,1.94,148.14,Express,False,WH-06
ORD-005609,2023-05-04,CUS-04361,Konya,Antalya,Ev & Yaşam,1,6.77,865.12,Standard,True,WH-07
ORD-005610,2024-03-24,CUS-00630,Kocaeli,İstanbul,Spor Malzemesi,4,22.05,3492.35,Economy,False,WH-08
ORD-005611,2024-05-09,CUS-04895,İzmir,İstanbul,Elektronik,1,2.35,3330.58,Standard,True,WH-03
ORD-005612,2023-07-28,CUS-00142,Adana,Konya,Oyuncak,1,1.77,349.07,Economy,False,WH-06
ORD-005613,2024-05-17,CUS-01260,Ankara,Mersin,Tekstil,3,2.75,921.12,Economy,False,WH-02
ORD-005614,2024-08-28,CUS-02290,Bursa,İstanbul,Gıda,4,40.89,911.11,Express,False,WH-04
ORD-005615,2024-08-13,CUS-00339,Antalya,Ankara,Gıda,1,8.16,287.89,Express,False,WH-05
ORD-005616,2024-11-12,CUS-03860,Ankara,İstanbul,Mobilya,2,89.71,4357.08,Standard,True,WH-02
ORD-005617,2024-05-22,CUS-03678,İzmir,Ankara,Oyuncak,4,6.44,611.03,Standard,False,WH-03
ORD-005618,2023-09-19,CUS-01486,Ankara,Bursa,Spor Malzemesi,1,4.2,917.2,Standard,False,WH-02
ORD-005619,2024-02-29,CUS-00488,Bursa,Trabzon,Gıda,1,7.63,381.1,Economy,False,WH-04
ORD-005620,2024-02-02,CUS-02606,Konya,Antalya,Kitap/Kırtasiye,2,2.41,285.47,Economy,False,WH-07
ORD-005621,2024-05-17,CUS-00394,Konya,Konya,Gıda,1,6.19,169.41,Standard,False,WH-07
ORD-005622,2024-10-20,CUS-01885,İzmir,İstanbul,Tekstil,4,3.42,2047.98,Economy,False,WH-03
ORD-005623,2024-11-26,CUS-00486,Bursa,Antalya,Ev & Yaşam,1,5.0,455.17,Economy,True,WH-04
